team_id,team_name,map_name,agent,agent_role,times_picked,unique_players
1079,Sentinels,lotus,omen,Controller,9,2
96,G2 Esports,sunset,sova,Initiator,1,1
96,G2 Esports,split,omen,Controller,9,1
281,Evil Geniuses,split,chamber,Sentinel,1,1
281,Evil Geniuses,pearl,jett,Duelist,4,2
281,Evil Geniuses,pearl,astra,Controller,4,1
81,MIBR (1),lotus,raze,Duelist,6,3
337,100 Thieves,lotus,clove,Controller,1,1
99,FURIA,haven,breach,Initiator,4,3
79,Cloud9,fracture,clove,Controller,1,1
3412,LOUD (1),haven,jett,Duelist,2,1
337,100 Thieves,split,sage,Sentinel,3,1
337,100 Thieves,split,breach,Initiator,4,1
1079,Sentinels,split,tejo,Initiator,6,1
99,FURIA,split,omen,Controller,3,1
79,Cloud9,abyss,kay/o,Initiator,2,2
79,Cloud9,abyss,sova,Initiator,2,2
81,MIBR (1),abyss,cypher,Sentinel,2,1
96,G2 Esports,fracture,brimstone,Controller,2,1
79,Cloud9,ascent,viper,Controller,1,1
337,100 Thieves,sunset,omen,Controller,6,2
337,100 Thieves,ascent,kay/o,Initiator,4,1
1611,Leviatán Esports,ascent,viper,Controller,1,1
3412,LOUD (1),breeze,viper,Controller,1,1
281,Evil Geniuses,icebox,harbor,Controller,3,1
99,FURIA,split,yoru,Duelist,2,2
281,Evil Geniuses,sunset,omen,Controller,5,1
281,Evil Geniuses,breeze,jett,Duelist,1,1
281,Evil Geniuses,bind,brimstone,Controller,2,1
79,Cloud9,ascent,vyse,Sentinel,2,1
79,Cloud9,pearl,sova,Initiator,5,1
281,Evil Geniuses,fracture,brimstone,Controller,1,1
48457,KRÜ Esports,lotus,vyse,Sentinel,2,1
281,Evil Geniuses,lotus,tejo,Initiator,3,1
53367,2GAME eSports,pearl,fade,Initiator,1,1
3412,LOUD (1),pearl,yoru,Duelist,1,1
97,NRG,lotus,tejo,Initiator,3,1
99,FURIA,pearl,tejo,Initiator,2,2
79,Cloud9,haven,cypher,Sentinel,2,1
96,G2 Esports,fracture,waylay,Duelist,1,1
99,FURIA,icebox,tejo,Initiator,1,1
337,100 Thieves,haven,yoru,Duelist,3,2
99,FURIA,haven,killjoy,Sentinel,3,2
337,100 Thieves,haven,jett,Duelist,2,1
337,100 Thieves,haven,kay/o,Initiator,2,1
281,Evil Geniuses,lotus,iso,Duelist,1,1
3412,LOUD (1),haven,skye,Initiator,1,1
79,Cloud9,icebox,gekko,Initiator,2,1
337,100 Thieves,sunset,neon,Duelist,4,1
281,Evil Geniuses,ascent,kay/o,Initiator,1,1
96,G2 Esports,corrode,yoru,Duelist,1,1
99,FURIA,sunset,neon,Duelist,1,1
99,FURIA,breeze,sova,Initiator,4,2
81,MIBR,bind,jett,Duelist,1,1
81,MIBR,breeze,kay/o,Initiator,1,1
1611,Leviatán Esports,icebox,sova,Initiator,16,1
337,100 Thieves,lotus,fade,Initiator,6,1
1079,Sentinels,lotus,viper,Controller,8,2
3412,LOUD (1),split,breach,Initiator,4,2
81,MIBR (1),bind,raze,Duelist,5,2
53367,2GAME eSports,haven,breach,Initiator,1,1
97,NRG,lotus,vyse,Sentinel,7,2
48457,KRÜ Esports,split,cypher,Sentinel,4,2
1079,Sentinels,split,yoru,Duelist,6,1
1079,Sentinels,pearl,yoru,Duelist,8,1
1079,Sentinels,pearl,fade,Initiator,8,1
1611,Leviatán Esports,haven,sova,Initiator,9,1
96,G2 Esports,lotus,yoru,Duelist,7,1
96,G2 Esports,abyss,yoru,Duelist,4,2
96,G2 Esports,fracture,vyse,Sentinel,1,1
96,G2 Esports,ascent,kay/o,Initiator,12,1
96,G2 Esports,icebox,sova,Initiator,7,1
48457,KRÜ Esports,icebox,killjoy,Sentinel,11,1
48457,KRÜ Esports,icebox,kay/o,Initiator,7,1
48457,KRÜ Esports,ascent,killjoy,Sentinel,4,1
337,100 Thieves,sunset,cypher,Sentinel,6,2
1611,Leviatán Esports,lotus,omen,Controller,12,3
48457,KRÜ Esports,sunset,breach,Initiator,4,2
1611,Leviatán Esports,breeze,cypher,Sentinel,2,1
1611,Leviatán Esports,ascent,jett,Duelist,5,2
1611,Leviatán Esports,ascent,kay/o,Initiator,5,3
1611,Leviatán Esports,sunset,sova,Initiator,7,1
1611,Leviatán Esports,ascent,sage,Sentinel,1,1
99,FURIA,icebox,kay/o,Initiator,3,2
81,MIBR (1),icebox,viper,Controller,11,2
81,MIBR (1),icebox,sova,Initiator,11,4
97,NRG,split,jett,Duelist,2,1
97,NRG,split,viper,Controller,2,1
97,NRG,bind,brimstone,Controller,4,2
79,Cloud9,ascent,yoru,Duelist,2,1
337,100 Thieves,fracture,breach,Initiator,2,1
3412,LOUD (1),lotus,breach,Initiator,2,2
79,Cloud9,split,tejo,Initiator,1,1
99,FURIA,pearl,fade,Initiator,1,1
1611,Leviatán Esports,pearl,tejo,Initiator,1,1
97,NRG,icebox,jett,Duelist,3,2
96,G2 Esports,haven,killjoy,Sentinel,1,1
337,100 Thieves,haven,killjoy,Sentinel,2,1
99,FURIA,bind,raze,Duelist,3,2
3412,LOUD (1),bind,omen,Controller,1,1
3412,LOUD (1),bind,gekko,Initiator,4,2
99,FURIA,bind,sage,Sentinel,1,1
79,Cloud9,icebox,reyna,Duelist,2,1
97,NRG,sunset,breach,Initiator,3,1
79,Cloud9,sunset,clove,Controller,1,1
96,G2 Esports,sunset,neon,Duelist,2,1
96,G2 Esports,corrode,waylay,Duelist,1,1
96,G2 Esports,corrode,sage,Sentinel,1,1
96,G2 Esports,corrode,viper,Controller,2,2
99,FURIA,haven,viper,Controller,1,1
96,G2 Esports,corrode,sova,Initiator,1,1
99,FURIA,sunset,viper,Controller,1,1
81,MIBR (1),corrode,vyse,Sentinel,1,1
337,100 Thieves,corrode,sova,Initiator,1,1
81,MIBR (1),sunset,yoru,Duelist,1,1
97,NRG,ascent,omen,Controller,4,2
81,MIBR,lotus,viper,Controller,1,1
79,Cloud9,sunset,raze,Duelist,4,2
3412,LOUD,split,raze,Duelist,1,1
1079,Sentinels,ascent,kay/o,Initiator,4,2
3412,LOUD,ascent,phoenix,Duelist,1,1
337,100 Thieves,split,gekko,Initiator,5,1
1079,Sentinels,bind,skye,Initiator,3,1
96,G2 Esports,breeze,viper,Controller,4,2
81,MIBR (1),bind,brimstone,Controller,5,2
97,NRG,fracture,sova,Initiator,1,1
3412,LOUD (1),haven,omen,Controller,5,2
337,100 Thieves,pearl,astra,Controller,2,1
96,G2 Esports,lotus,tejo,Initiator,7,1
1079,Sentinels,abyss,astra,Controller,3,1
1079,Sentinels,abyss,kay/o,Initiator,3,1
81,MIBR (1),bind,viper,Controller,4,2
48457,KRÜ Esports,abyss,sova,Initiator,3,2
81,MIBR (1),abyss,astra,Controller,2,1
1079,Sentinels,fracture,breach,Initiator,1,1
96,G2 Esports,icebox,harbor,Controller,8,1
48457,KRÜ Esports,ascent,omen,Controller,7,1
337,100 Thieves,ascent,killjoy,Sentinel,4,1
96,G2 Esports,bind,viper,Controller,8,1
96,G2 Esports,bind,brimstone,Controller,9,1
96,G2 Esports,bind,skye,Initiator,7,1
96,G2 Esports,split,fade,Initiator,2,1
79,Cloud9,icebox,sova,Initiator,7,3
281,Evil Geniuses,icebox,sova,Initiator,5,1
96,G2 Esports,bind,kay/o,Initiator,1,1
97,NRG,split,raze,Duelist,2,1
99,FURIA,breeze,yoru,Duelist,1,1
3412,LOUD (1),lotus,raze,Duelist,3,3
97,NRG,bind,kay/o,Initiator,4,1
281,Evil Geniuses,fracture,tejo,Initiator,1,1
96,G2 Esports,pearl,fade,Initiator,5,1
281,Evil Geniuses,split,astra,Controller,2,1
81,MIBR (1),haven,tejo,Initiator,4,1
81,MIBR (1),haven,cypher,Sentinel,5,1
1079,Sentinels,haven,breach,Initiator,4,2
97,NRG,lotus,neon,Duelist,2,1
81,MIBR (1),ascent,sova,Initiator,5,3
81,MIBR (1),ascent,cypher,Sentinel,2,1
1611,Leviatán Esports,haven,tejo,Initiator,1,1
99,FURIA,pearl,jett,Duelist,1,1
96,G2 Esports,haven,jett,Duelist,1,1
81,MIBR (1),ascent,yoru,Duelist,1,1
81,MIBR (1),ascent,killjoy,Sentinel,3,3
81,MIBR (1),icebox,gekko,Initiator,3,2
281,Evil Geniuses,icebox,clove,Controller,2,1
281,Evil Geniuses,lotus,neon,Duelist,1,1
99,FURIA,sunset,kay/o,Initiator,1,1
99,FURIA,sunset,omen,Controller,2,2
97,NRG,sunset,neon,Duelist,3,2
1611,Leviatán Esports,corrode,fade,Initiator,1,1
96,G2 Esports,corrode,omen,Controller,2,1
1611,Leviatán Esports,sunset,vyse,Sentinel,3,1
48457,KRÜ Esports,haven,iso,Duelist,4,1
1079,Sentinels,sunset,neon,Duelist,1,1
99,FURIA,icebox,waylay,Duelist,1,1
81,MIBR (1),haven,iso,Duelist,1,1
97,NRG,breeze,jett,Duelist,4,1
99,FURIA,ascent,sova,Initiator,4,2
97,NRG,ascent,kay/o,Initiator,4,1
79,Cloud9,split,viper,Controller,4,3
79,Cloud9,split,skye,Initiator,3,1
79,Cloud9,lotus,fade,Initiator,3,2
81,MIBR,breeze,viper,Controller,1,1
79,Cloud9,sunset,omen,Controller,4,2
79,Cloud9,ascent,omen,Controller,8,3
1611,Leviatán Esports,split,cypher,Sentinel,2,1
337,100 Thieves,icebox,viper,Controller,10,2
337,100 Thieves,icebox,sova,Initiator,10,1
1611,Leviatán Esports,icebox,reyna,Duelist,1,1
337,100 Thieves,lotus,viper,Controller,3,1
96,G2 Esports,sunset,raze,Duelist,2,2
96,G2 Esports,split,raze,Duelist,4,2
99,FURIA,lotus,tejo,Initiator,1,1
97,NRG,fracture,killjoy,Sentinel,1,1
48457,KRÜ Esports,split,omen,Controller,5,1
1079,Sentinels,bind,tejo,Initiator,1,1
337,100 Thieves,pearl,kay/o,Initiator,1,1
48457,KRÜ Esports,bind,skye,Initiator,2,2
81,MIBR (1),pearl,sova,Initiator,1,1
96,G2 Esports,fracture,raze,Duelist,1,1
96,G2 Esports,haven,vyse,Sentinel,9,2
3412,LOUD (1),bind,brimstone,Controller,7,2
3412,LOUD (1),icebox,killjoy,Sentinel,8,3
48457,KRÜ Esports,icebox,gekko,Initiator,5,2
1611,Leviatán Esports,sunset,breach,Initiator,7,1
48457,KRÜ Esports,lotus,omen,Controller,10,1
79,Cloud9,icebox,sage,Sentinel,2,1
96,G2 Esports,icebox,omen,Controller,1,1
1079,Sentinels,icebox,killjoy,Sentinel,5,1
3412,LOUD (1),lotus,viper,Controller,2,2
97,NRG,bind,viper,Controller,4,2
81,MIBR (1),breeze,viper,Controller,1,1
1079,Sentinels,ascent,vyse,Sentinel,3,1
337,100 Thieves,fracture,neon,Duelist,2,1
97,NRG,haven,breach,Initiator,1,1
97,NRG,haven,cypher,Sentinel,2,1
96,G2 Esports,pearl,tejo,Initiator,5,1
281,Evil Geniuses,pearl,yoru,Duelist,3,2
48457,KRÜ Esports,split,jett,Duelist,1,1
53367,2GAME eSports,haven,sova,Initiator,2,2
3412,LOUD (1),lotus,neon,Duelist,3,2
1611,Leviatán Esports,split,yoru,Duelist,2,1
81,MIBR (1),pearl,waylay,Duelist,2,1
1611,Leviatán Esports,ascent,yoru,Duelist,2,2
1611,Leviatán Esports,pearl,fade,Initiator,1,1
1611,Leviatán Esports,lotus,breach,Initiator,3,2
97,NRG,icebox,harbor,Controller,2,1
1079,Sentinels,haven,jett,Duelist,1,1
99,FURIA,icebox,sage,Sentinel,3,1
3412,LOUD (1),ascent,omen,Controller,3,1
337,100 Thieves,sunset,yoru,Duelist,4,1
96,G2 Esports,haven,viper,Controller,2,1
99,FURIA,bind,deadlock,Sentinel,1,1
281,Evil Geniuses,lotus,chamber,Sentinel,1,1
1611,Leviatán Esports,bind,yoru,Duelist,2,1
48457,KRÜ Esports,corrode,viper,Controller,2,1
97,NRG,sunset,deadlock,Sentinel,1,1
97,NRG,haven,killjoy,Sentinel,3,1
337,100 Thieves,lotus,vyse,Sentinel,2,1
81,MIBR (1),sunset,neon,Duelist,1,1
97,NRG,breeze,cypher,Sentinel,4,1
79,Cloud9,bind,yoru,Duelist,2,1
79,Cloud9,bind,raze,Duelist,5,2
79,Cloud9,lotus,omen,Controller,12,3
79,Cloud9,lotus,raze,Duelist,10,1
99,FURIA,split,raze,Duelist,3,1
99,FURIA,split,viper,Controller,4,3
79,Cloud9,ascent,sova,Initiator,7,3
79,Cloud9,ascent,killjoy,Sentinel,5,2
81,MIBR,bind,kay/o,Initiator,1,1
3412,LOUD,split,skye,Initiator,1,1
337,100 Thieves,split,raze,Duelist,9,1
337,100 Thieves,split,fade,Initiator,6,1
337,100 Thieves,icebox,gekko,Initiator,9,1
1079,Sentinels,lotus,killjoy,Sentinel,4,1
1079,Sentinels,sunset,omen,Controller,3,2
281,Evil Geniuses,split,raze,Duelist,4,2
3412,LOUD (1),pearl,sova,Initiator,1,1
53367,2GAME eSports,haven,omen,Controller,3,1
53367,2GAME eSports,haven,tejo,Initiator,1,1
99,FURIA,haven,jett,Duelist,2,2
53367,2GAME eSports,lotus,vyse,Sentinel,1,1
337,100 Thieves,pearl,jett,Duelist,1,1
1079,Sentinels,pearl,astra,Controller,8,1
1611,Leviatán Esports,haven,breach,Initiator,5,3
99,FURIA,split,sage,Sentinel,1,1
96,G2 Esports,lotus,breach,Initiator,6,1
79,Cloud9,abyss,astra,Controller,1,1
96,G2 Esports,abyss,sova,Initiator,4,1
1079,Sentinels,fracture,brimstone,Controller,1,1
1079,Sentinels,fracture,vyse,Sentinel,1,1
96,G2 Esports,fracture,tejo,Initiator,2,1
48457,KRÜ Esports,ascent,kay/o,Initiator,4,1
337,100 Thieves,sunset,sova,Initiator,6,1
1611,Leviatán Esports,sunset,omen,Controller,10,1
337,100 Thieves,ascent,jett,Duelist,4,1
1611,Leviatán Esports,lotus,raze,Duelist,9,2
1611,Leviatán Esports,lotus,fade,Initiator,11,1
1611,Leviatán Esports,ascent,omen,Controller,9,3
1611,Leviatán Esports,ascent,sova,Initiator,7,1
81,MIBR (1),icebox,killjoy,Sentinel,11,4
79,Cloud9,split,cypher,Sentinel,2,1
281,Evil Geniuses,breeze,astra,Controller,1,1
81,MIBR (1),breeze,sova,Initiator,1,1
81,MIBR (1),split,breach,Initiator,5,1
79,Cloud9,ascent,deadlock,Sentinel,2,1
79,Cloud9,icebox,harbor,Controller,2,1
48457,KRÜ Esports,lotus,tejo,Initiator,2,1
281,Evil Geniuses,pearl,tejo,Initiator,3,1
81,MIBR (1),haven,omen,Controller,5,1
3412,LOUD (1),fracture,tejo,Initiator,1,1
3412,LOUD (1),split,omen,Controller,1,1
97,NRG,pearl,killjoy,Sentinel,2,1
99,FURIA,fracture,breach,Initiator,1,1
99,FURIA,fracture,raze,Duelist,1,1
99,FURIA,ascent,tejo,Initiator,1,1
99,FURIA,pearl,vyse,Sentinel,2,1
79,Cloud9,haven,breach,Initiator,3,2
97,NRG,icebox,sova,Initiator,3,2
48457,KRÜ Esports,sunset,sova,Initiator,4,2
1611,Leviatán Esports,abyss,jett,Duelist,1,1
1611,Leviatán Esports,abyss,cypher,Sentinel,1,1
1611,Leviatán Esports,abyss,harbor,Controller,1,1
1611,Leviatán Esports,lotus,cypher,Sentinel,2,1
99,FURIA,icebox,sova,Initiator,4,2
3412,LOUD (1),ascent,sova,Initiator,3,2
81,MIBR (1),sunset,breach,Initiator,2,1
81,MIBR (1),corrode,astra,Controller,1,1
81,MIBR (1),haven,yoru,Duelist,1,1
81,MIBR (1),haven,sova,Initiator,1,1
81,MIBR (1),bind,fade,Initiator,1,1
1611,Leviatán Esports,ascent,chamber,Sentinel,1,1
81,MIBR,bind,skye,Initiator,2,2
81,MIBR,split,jett,Duelist,2,1
99,FURIA,split,astra,Controller,1,1
81,MIBR,breeze,jett,Duelist,1,1
97,NRG,sunset,skye,Initiator,1,1
81,MIBR,ascent,omen,Controller,1,1
1611,Leviatán Esports,split,omen,Controller,4,3
1611,Leviatán Esports,icebox,killjoy,Sentinel,17,1
337,100 Thieves,lotus,chamber,Sentinel,1,1
1079,Sentinels,breeze,cypher,Sentinel,1,1
96,G2 Esports,breeze,harbor,Controller,2,1
96,G2 Esports,breeze,sova,Initiator,4,2
3412,LOUD (1),pearl,astra,Controller,2,1
337,100 Thieves,lotus,neon,Duelist,1,1
99,FURIA,haven,clove,Controller,1,1
53367,2GAME eSports,lotus,omen,Controller,2,1
99,FURIA,lotus,vyse,Sentinel,1,1
79,Cloud9,lotus,breach,Initiator,5,1
1611,Leviatán Esports,haven,jett,Duelist,2,1
96,G2 Esports,pearl,vyse,Sentinel,7,2
81,MIBR (1),split,raze,Duelist,4,3
81,MIBR (1),pearl,kay/o,Initiator,3,1
81,MIBR (1),pearl,astra,Controller,3,1
96,G2 Esports,split,astra,Controller,1,1
96,G2 Esports,ascent,killjoy,Sentinel,6,1
96,G2 Esports,ascent,sova,Initiator,8,1
96,G2 Esports,icebox,viper,Controller,9,1
337,100 Thieves,sunset,gekko,Initiator,2,1
1611,Leviatán Esports,icebox,jett,Duelist,15,3
337,100 Thieves,ascent,omen,Controller,4,1
1611,Leviatán Esports,lotus,viper,Controller,10,2
79,Cloud9,sunset,cypher,Sentinel,3,1
1611,Leviatán Esports,ascent,raze,Duelist,1,1
3412,LOUD (1),breeze,sova,Initiator,1,1
99,FURIA,lotus,viper,Controller,2,1
81,MIBR (1),sunset,raze,Duelist,4,3
81,MIBR (1),breeze,cypher,Sentinel,1,1
97,NRG,fracture,tejo,Initiator,4,1
48457,KRÜ Esports,icebox,sova,Initiator,7,2
337,100 Thieves,pearl,neon,Duelist,1,1
1079,Sentinels,lotus,breach,Initiator,1,1
81,MIBR (1),ascent,tejo,Initiator,1,1
48457,KRÜ Esports,haven,yoru,Duelist,6,2
81,MIBR (1),pearl,tejo,Initiator,2,1
1611,Leviatán Esports,ascent,tejo,Initiator,1,1
1611,Leviatán Esports,pearl,astra,Controller,1,1
79,Cloud9,haven,omen,Controller,5,2
97,NRG,haven,yoru,Duelist,1,1
1611,Leviatán Esports,icebox,kay/o,Initiator,1,1
48457,KRÜ Esports,haven,neon,Duelist,3,2
337,100 Thieves,abyss,cypher,Sentinel,1,1
3412,LOUD (1),lotus,cypher,Sentinel,3,1
3412,LOUD (1),lotus,gekko,Initiator,2,1
1079,Sentinels,lotus,cypher,Sentinel,1,1
79,Cloud9,corrode,viper,Controller,2,1
79,Cloud9,haven,viper,Controller,2,1
79,Cloud9,icebox,iso,Duelist,1,1
97,NRG,bind,fade,Initiator,3,1
79,Cloud9,bind,vyse,Sentinel,1,1
281,Evil Geniuses,ascent,cypher,Sentinel,1,1
281,Evil Geniuses,ascent,jett,Duelist,1,1
53367,2GAME eSports,ascent,kay/o,Initiator,2,1
81,MIBR (1),corrode,fade,Initiator,1,1
97,NRG,breeze,viper,Controller,4,1
79,Cloud9,bind,viper,Controller,5,3
81,MIBR,split,astra,Controller,2,1
81,MIBR,split,viper,Controller,2,1
81,MIBR,lotus,killjoy,Sentinel,1,1
81,MIBR,ascent,skye,Initiator,1,1
1079,Sentinels,split,raze,Duelist,4,1
1079,Sentinels,lotus,fade,Initiator,8,2
1079,Sentinels,bind,raze,Duelist,5,1
1079,Sentinels,sunset,gekko,Initiator,2,1
281,Evil Geniuses,split,skye,Initiator,2,1
3412,LOUD (1),pearl,jett,Duelist,1,1
53367,2GAME eSports,lotus,raze,Duelist,1,1
79,Cloud9,fracture,tejo,Initiator,3,2
3412,LOUD (1),haven,breach,Initiator,4,2
1079,Sentinels,split,breach,Initiator,6,1
1611,Leviatán Esports,haven,omen,Controller,10,1
79,Cloud9,abyss,jett,Duelist,2,1
1079,Sentinels,abyss,jett,Duelist,3,1
48457,KRÜ Esports,abyss,astra,Controller,1,1
1079,Sentinels,fracture,tejo,Initiator,1,1
1079,Sentinels,haven,yoru,Duelist,1,1
1079,Sentinels,haven,cypher,Sentinel,4,1
96,G2 Esports,haven,astra,Controller,7,1
96,G2 Esports,ascent,omen,Controller,14,1
3412,LOUD (1),icebox,viper,Controller,6,2
1611,Leviatán Esports,ascent,killjoy,Sentinel,2,1
3412,LOUD (1),sunset,breach,Initiator,5,1
281,Evil Geniuses,icebox,killjoy,Sentinel,5,2
99,FURIA,icebox,omen,Controller,3,2
48457,KRÜ Esports,breeze,cypher,Sentinel,2,1
81,MIBR (1),sunset,viper,Controller,2,2
281,Evil Geniuses,split,cypher,Sentinel,1,1
81,MIBR (1),split,tejo,Initiator,5,1
79,Cloud9,pearl,astra,Controller,5,1
281,Evil Geniuses,fracture,cypher,Sentinel,1,1
48457,KRÜ Esports,icebox,harbor,Controller,3,1
1079,Sentinels,icebox,omen,Controller,1,1
1079,Sentinels,icebox,tejo,Initiator,1,1
1079,Sentinels,lotus,tejo,Initiator,1,1
81,MIBR (1),ascent,kay/o,Initiator,5,2
48457,KRÜ Esports,fracture,raze,Duelist,1,1
3412,LOUD (1),fracture,neon,Duelist,1,1
97,NRG,pearl,yoru,Duelist,2,1
99,FURIA,pearl,sova,Initiator,1,1
1611,Leviatán Esports,fracture,breach,Initiator,2,1
97,NRG,haven,sova,Initiator,4,1
99,FURIA,split,tejo,Initiator,1,1
96,G2 Esports,abyss,killjoy,Sentinel,1,1
96,G2 Esports,abyss,viper,Controller,1,1
281,Evil Geniuses,lotus,breach,Initiator,2,1
281,Evil Geniuses,sunset,neon,Duelist,2,1
3412,LOUD (1),haven,neon,Duelist,3,2
3412,LOUD (1),bind,neon,Duelist,1,1
99,FURIA,bind,skye,Initiator,2,2
99,FURIA,sunset,sova,Initiator,2,2
79,Cloud9,corrode,omen,Controller,2,1
1079,Sentinels,corrode,omen,Controller,2,1
97,NRG,corrode,omen,Controller,2,1
53367,2GAME eSports,sunset,cypher,Sentinel,1,1
53367,2GAME eSports,ascent,sova,Initiator,2,1
1079,Sentinels,sunset,fade,Initiator,1,1
337,100 Thieves,corrode,chamber,Sentinel,1,1
3412,LOUD (1),corrode,vyse,Sentinel,1,1
99,FURIA,ascent,omen,Controller,4,2
79,Cloud9,split,astra,Controller,1,1
79,Cloud9,split,raze,Duelist,3,1
81,MIBR,lotus,raze,Duelist,1,1
1079,Sentinels,split,omen,Controller,10,2
3412,LOUD,split,omen,Controller,1,1
3412,LOUD,ascent,kay/o,Initiator,1,1
3412,LOUD,ascent,omen,Controller,1,1
337,100 Thieves,bind,raze,Duelist,15,1
337,100 Thieves,split,astra,Controller,9,2
1079,Sentinels,bind,viper,Controller,4,2
1079,Sentinels,sunset,cypher,Sentinel,3,1
3412,LOUD (1),pearl,kay/o,Initiator,1,1
3412,LOUD (1),pearl,cypher,Sentinel,1,1
97,NRG,fracture,brimstone,Controller,5,1
97,NRG,fracture,raze,Duelist,5,1
79,Cloud9,fracture,brimstone,Controller,3,1
3412,LOUD (1),haven,sova,Initiator,4,2
3412,LOUD (1),haven,cypher,Sentinel,5,3
48457,KRÜ Esports,split,raze,Duelist,4,1
337,100 Thieves,pearl,killjoy,Sentinel,2,1
1079,Sentinels,pearl,vyse,Sentinel,8,1
96,G2 Esports,lotus,omen,Controller,16,1
1079,Sentinels,abyss,sova,Initiator,2,1
96,G2 Esports,pearl,sova,Initiator,2,1
1079,Sentinels,lotus,vyse,Sentinel,3,1
81,MIBR (1),pearl,jett,Duelist,1,1
81,MIBR (1),pearl,killjoy,Sentinel,1,1
79,Cloud9,ascent,skye,Initiator,1,1
3412,LOUD (1),bind,viper,Controller,6,2
48457,KRÜ Esports,icebox,reyna,Duelist,4,1
48457,KRÜ Esports,sunset,raze,Duelist,2,1
1611,Leviatán Esports,breeze,sova,Initiator,2,1
96,G2 Esports,sunset,gekko,Initiator,1,1
79,Cloud9,icebox,killjoy,Sentinel,7,3
97,NRG,breeze,yoru,Duelist,3,1
3412,LOUD (1),breeze,kay/o,Initiator,1,1
281,Evil Geniuses,lotus,fade,Initiator,10,2
281,Evil Geniuses,lotus,omen,Controller,6,1
1079,Sentinels,icebox,kay/o,Initiator,2,1
1079,Sentinels,icebox,viper,Controller,5,2
99,FURIA,lotus,killjoy,Sentinel,2,1
48457,KRÜ Esports,breeze,sova,Initiator,2,1
96,G2 Esports,bind,yoru,Duelist,2,2
81,MIBR (1),icebox,harbor,Controller,8,2
81,MIBR (1),sunset,skye,Initiator,1,1
79,Cloud9,split,omen,Controller,3,2
81,MIBR (1),lotus,skye,Initiator,1,1
3412,LOUD (1),lotus,omen,Controller,6,2
79,Cloud9,pearl,yoru,Duelist,5,1
337,100 Thieves,haven,omen,Controller,7,2
96,G2 Esports,ascent,waylay,Duelist,6,1
53367,2GAME eSports,haven,cypher,Sentinel,2,1
281,Evil Geniuses,haven,waylay,Duelist,1,1
99,FURIA,lotus,clove,Controller,3,1
1611,Leviatán Esports,icebox,tejo,Initiator,2,2
99,FURIA,pearl,neon,Duelist,1,1
99,FURIA,split,breach,Initiator,1,1
1611,Leviatán Esports,bind,fade,Initiator,5,1
96,G2 Esports,haven,sova,Initiator,1,1
81,MIBR (1),ascent,iso,Duelist,1,1
3412,LOUD (1),sunset,neon,Duelist,4,2
99,FURIA,lotus,cypher,Sentinel,1,1
1611,Leviatán Esports,corrode,omen,Controller,1,1
1611,Leviatán Esports,corrode,neon,Duelist,1,1
96,G2 Esports,corrode,fade,Initiator,1,1
281,Evil Geniuses,ascent,omen,Controller,1,1
48457,KRÜ Esports,corrode,omen,Controller,2,1
3412,LOUD (1),corrode,omen,Controller,1,1
3412,LOUD (1),corrode,viper,Controller,1,1
